FSTR_LOOPGROUPID,FDT_TIME,FINT_VOLUME,FINT_SPEED,FINT_OCCUPY,FINT_VH,FSTR_VALIDITY,FINT_LV,FINT_MV,FINT_SV,FINT_LS,FINT_MS,FINT_SS
6.11309E+14,2010/3/1 1:19,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:19,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:20,1,77,1,1234,valid,0,0,1,0,0,77
6.11309E+14,2010/3/1 1:20,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:20,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:21,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:21,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:21,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:22,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:22,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:22,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:23,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:23,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:23,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:24,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:24,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:24,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:25,1,95,1,3062,valid,0,0,1,0,0,95
6.11309E+14,2010/3/1 1:25,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:25,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:26,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:26,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:26,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:27,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:27,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:27,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:28,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:28,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:28,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:29,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:29,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:29,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:30,1,93,1,3109,valid,0,0,1,0,0,93
6.11309E+14,2010/3/1 1:30,0,0,0,0,valid,0,0,0,0,0,0
